,Brand,Model,Varient,Manufacture Year,Driven Kilometers,Fuel,Number of Owner,Body Type,Location,Price
253,Honda,Brio,1.2 S MT I VTEC,2012,"1,06,081km",Petrol,Second Owner,Hatchback,Delhi,266699.0
254,Hyundai,Elite,i20 SPORTZ 1.4,2016,"1,05,733km",Diesel,First Owner,Hatchback,Delhi,487399.0
255,Hyundai,Elite,i20 ASTA 1.4 CRDI,2015,"82,388km",Diesel,First Owner,Hatchback,Delhi,471699.0
256,Maruti,Swift,VDI,2012,"1,42,099km",Diesel,First Owner,Hatchback,Delhi,283299.0
257,Maruti,Wagon,R 1.0 VXI,2013,"1,03,766km",Petrol,First Owner,Hatchback,Delhi,275799.0
258,Maruti,Swift,VDI ABS,2015,"91,159km",Diesel,First Owner,Hatchback,Delhi,391099.0
259,Toyota,Etios,Liva GD,2013,"1,04,810km",Diesel,First Owner,Hatchback,Delhi,297699.0
260,Maruti,Swift,LXI 1.3,2009,"1,03,858km",Petrol,First Owner,Hatchback,Delhi,197299.0
261,Maruti,Ritz,VDI,2012,"1,00,995km",Diesel,First Owner,Hatchback,Delhi,237899.0
262,Maruti,Ritz,VDI,2012,"1,23,546km",Diesel,First Owner,Hatchback,Delhi,218799.0
263,Maruti,Swift,VDI,2012,"1,15,605km",Diesel,First Owner,Hatchback,Delhi,285999.0
264,Maruti,Baleno,ALPHA DDIS 190,2016,"1,07,803km",Diesel,First Owner,Hatchback,Delhi,499299.0
265,Maruti,Swift,VDI ABS,2015,"97,868km",Diesel,First Owner,Hatchback,Delhi,381999.0
266,Maruti,Swift,VDI ABS,2015,"91,461km",Diesel,First Owner,Hatchback,Delhi,405299.0
267,Maruti,Alto,800 LXI,2012,"1,26,375km",Petrol,Second Owner,Hatchback,Delhi,195299.0
268,Maruti,Swift,VDI,2012,"1,13,073km",Diesel,First Owner,Hatchback,Delhi,266999.0
269,Maruti,Ritz,VXI,2009,"1,19,824km",Petrol,First Owner,Hatchback,Delhi,189699.0
270,Maruti,Swift,VDI ABS,2015,"1,01,209km",Diesel,First Owner,Hatchback,Delhi,373099.0
271,Maruti,Swift,VDI ABS,2015,"96,266km",Diesel,First Owner,Hatchback,Delhi,409799.0
272,Maruti,Swift,VDI ABS,2015,"1,07,563km",Diesel,First Owner,Hatchback,Delhi,428099.0
273,Maruti,Swift,VDI ABS,2015,"85,551km",Diesel,First Owner,Hatchback,Delhi,412099.0
274,Maruti,Swift,VDI,2012,"1,05,388km",Diesel,First Owner,Hatchback,Delhi,349199.0
275,Maruti,Swift,VDI,2013,"1,07,134km",Diesel,First Owner,Hatchback,Delhi,299199.0
276,Hyundai,i20,MAGNA 1.4 CRDI,2013,"81,344km",Diesel,Second Owner,Hatchback,Delhi,313699.0
277,Maruti,Swift,ZDI,2012,"1,36,700km",Diesel,First Owner,Hatchback,Delhi,316299.0
278,Hyundai,i20,SPORTZ O 1.4 CRDI,2012,"1,18,130km",Diesel,Third Owner,Hatchback,Delhi,235999.0
279,Toyota,Etios,Liva D 4D GD,2012,"1,24,471km",Diesel,First Owner,Hatchback,Delhi,268299.0
280,Maruti,Swift,VDI ABS,2015,"1,08,083km",Diesel,First Owner,Hatchback,Delhi,423799.0
281,Maruti,Swift,VDI,2012,"1,12,723km",Diesel,First Owner,Hatchback,Delhi,281399.0
282,Hyundai,i10,MAGNA 1.2 KAPPA2,2010,"1,16,941km",Petrol,First Owner,Hatchback,Delhi,221299.0
283,Maruti,Ritz,VDI,2012,"1,22,524km",Diesel,First Owner,Hatchback,Delhi,225499.0
284,Maruti,Swift,VDI ABS,2015,"1,22,515km",Diesel,First Owner,Hatchback,Delhi,397599.0
285,Hyundai,i20,SPORTZ 1.4 CRDI,2013,"1,21,090km",Diesel,First Owner,Hatchback,Delhi,309599.0
286,Toyota,Etios,Liva D 4D GD SP,2014,"1,34,058km",Diesel,Second Owner,Hatchback,Delhi,330799.0
287,Hyundai,Elite,i20 ASTA 1.2,2015,"1,10,977km",Petrol,Second Owner,Hatchback,Delhi,474099.0
288,Hyundai,Elite,i20 MAGNA 1.4 CRDI,2015,"1,06,123km",Diesel,First Owner,Hatchback,Delhi,470999.0
289,Volkswagen,Polo,GT TSI 1.2 PETROL AT,2015,"1,06,450km",Petrol,First Owner,Hatchback,Delhi,431899.0
290,Toyota,Etios,Liva G,2014,"1,76,778km",Petrol,Second Owner,Hatchback,Delhi,312599.0
291,Honda,Jazz,1.2 BASE I VTEC,2009,"2,15,809km",Petrol,First Owner,Hatchback,Delhi,197899.0
292,Hyundai,Elite,i20 SPORTZ 1.4,2017,"1,48,526km",Diesel,First Owner,Hatchback,Delhi,497099.0
293,Maruti,Swift,VDI ABS,2015,"1,13,889km",Diesel,First Owner,Hatchback,Delhi,417599.0
294,Maruti,Swift,ZXI,2014,"1,11,086km",Petrol,First Owner,Hatchback,Delhi,348399.0
295,Maruti,Swift,VDI,2012,"1,56,680km",Diesel,First Owner,Hatchback,Delhi,283899.0
296,Maruti,Swift,VDI,2014,"1,09,180km",Diesel,First Owner,Hatchback,Delhi,357899.0
297,Maruti,Swift,ZDI,2013,"1,41,309km",Diesel,First Owner,Hatchback,Delhi,328499.0
298,Maruti,Swift,LXI,2011,"1,27,463km",Petrol,First Owner,Hatchback,Delhi,267699.0
299,Toyota,Etios,Liva GD,2012,"1,60,408km",Diesel,First Owner,Hatchback,Delhi,259999.0
300,Hyundai,Grand,i10 SPORTZ 1.1 CRDI,2013,"1,07,815km",Diesel,Second Owner,Hatchback,Delhi,273899.0
301,Toyota,Etios,Liva D 4D GD,2013,"1,11,431km",Diesel,First Owner,Hatchback,Delhi,314699.0
302,Toyota,Etios,Liva GD,2013,"1,26,989km",Diesel,First Owner,Hatchback,Delhi,300399.0
303,Maruti,Swift,ZDI,2014,"1,22,254km",Diesel,Second Owner,Hatchback,Delhi,396799.0
304,Toyota,Etios,Liva D 4D GD,2014,"1,03,468km",Diesel,Second Owner,Hatchback,Delhi,313799.0
305,Maruti,Swift,VDI,2012,"1,81,285km",Diesel,First Owner,Hatchback,Delhi,313199.0
306,Hyundai,i20,SPORTZ 1.4 CRDI,2013,"1,39,784km",Diesel,First Owner,Hatchback,Delhi,264599.0
307,Hyundai,i20,MAGNA 1.2 VTVT,2009,"1,78,363km",Petrol,First Owner,Hatchback,Delhi,248799.0
308,Hyundai,Grand,i10 MAGNA 1.2 VTVT,2013,"1,27,420km",Petrol,First Owner,Hatchback,Delhi,308499.0
309,Hyundai,Eon,ERA PLUS,2013,"1,13,870km",Petrol,First Owner,Hatchback,Delhi,226699.0
310,Maruti,Swift,VDI,2012,"1,20,187km",Diesel,Second Owner,Hatchback,Delhi,288299.0
311,Maruti,Swift,VDI,2013,"1,44,263km",Diesel,Second Owner,Hatchback,Delhi,288299.0
312,Maruti,Swift,LDI O,2015,"1,14,204km",Diesel,First Owner,Hatchback,Delhi,359799.0
313,Toyota,Etios,Liva GD,2013,"1,10,645km",Diesel,First Owner,Hatchback,Delhi,304699.0
314,Maruti,Swift,VDI,2013,"1,13,429km",Diesel,First Owner,Hatchback,Delhi,338399.0
315,Maruti,Swift,VDI ABS,2014,"97,711km",Diesel,First Owner,Hatchback,Delhi,344099.0
316,Maruti,Swift,VDI ABS,2015,"1,22,762km",Diesel,First Owner,Hatchback,Delhi,362199.0
317,Maruti,Swift,VDI,2012,"1,29,639km",Diesel,First Owner,Hatchback,Delhi,291999.0
318,Maruti,Swift,LDI BS IV,2014,"1,21,360km",Diesel,Second Owner,Hatchback,Delhi,288499.0
319,Maruti,Swift,VDI,2014,"1,15,512km",Diesel,Second Owner,Hatchback,Delhi,356299.0
320,Maruti,Swift,VDI,2013,"1,18,272km",Diesel,Third Owner,Hatchback,Delhi,336799.0
321,Maruti,Swift,VDI,2013,"1,19,978km",Diesel,First Owner,Hatchback,Delhi,310699.0
322,Maruti,Swift,ZDI,2012,"1,40,967km",Diesel,First Owner,Hatchback,Delhi,293599.0
323,Maruti,Swift,VDI,2012,"2,41,361km",Diesel,First Owner,Hatchback,Delhi,319599.0
324,Hyundai,i20,SPORTZ 1.4 CRDI,2013,"1,14,943km",Diesel,Second Owner,Hatchback,Delhi,340099.0
325,Hyundai,Grand,i10 MAGNA 1.2 KAPPA VTVT,2014,"1,38,853km",Petrol,First Owner,Hatchback,Delhi,314799.0
326,Toyota,Etios,Liva GD,2012,"1,33,608km",Diesel,First Owner,Hatchback,Delhi,245799.0
327,Hyundai,Elite,i20 ASTA 1.4 CRDI,2015,"1,43,079km",Diesel,First Owner,Hatchback,Delhi,428999.0
328,Maruti,Alto,800 VXI,2014,"38,526km",Petrol,Second Owner,Hatchback,Delhi,216099.0
329,Maruti,Wagon,R 1.0 LXI,2015,"2,23,583km",Petrol,First Owner,Hatchback,Delhi,213799.0
330,Volkswagen,Polo,HIGHLINE1.5L DIESEL,2015,"86,855km",Diesel,First Owner,Hatchback,Delhi,369899.0
331,Tata,Nano,XT TWIST,2015,"42,878km",Petrol,First Owner,Hatchback,Delhi,137899.0
332,Hyundai,Eon,D LITE PLUS,2012,"21,998km",Petrol,First Owner,Hatchback,Delhi,191899.0
333,Hyundai,Elite,i20 Magna Executive 1.2,2018,"9,599km",Petrol,First Owner,Hatchback,Delhi,551699.0
334,Maruti,Alto,800 LXI,2017,"18,946km",Petrol,First Owner,Hatchback,Delhi,275399.0
335,Maruti,Alto,LXI,2010,"14,455km",Petrol,First Owner,Hatchback,Delhi,178299.0
336,Maruti,Celerio,VXI,2018,"6,258km",Petrol,First Owner,Hatchback,Delhi,452799.0
337,Renault,Kwid,RXL,2019,"4,037km",Petrol,First Owner,Hatchback,Delhi,332299.0
338,Maruti,Alto,LXI,2011,"38,478km",Petrol,First Owner,Hatchback,Delhi,182399.0
339,Hyundai,Grand,i10 MAGNA 1.2 KAPPA VTVT,2016,"24,675km",Petrol,First Owner,Hatchback,Delhi,405899.0
340,Maruti,Alto,K10 VXI AMT,2016,"47,974km",Petrol,First Owner,Hatchback,Delhi,273499.0
341,Hyundai,Grand,i10 MAGNA 1.2 KAPPA VTVT,2017,"9,249km",Petrol,First Owner,Hatchback,Delhi,439999.0
342,Chevrolet,Beat,LS DIESEL,2013,"56,002km",Diesel,Second Owner,Hatchback,Delhi,160899.0
343,Maruti,Alto,K10 VXI,2019,"8,339km",Petrol,First Owner,Hatchback,Delhi,399099.0
344,Datsun,Redi,Go T (O),2016,"39,204km",Petrol,First Owner,Hatchback,Delhi,200199.0
345,Volkswagen,Polo,HIGHLINE1.2L PETROL,2016,"62,257km",Petrol,Second Owner,Hatchback,Delhi,372699.0
346,Maruti,Alto,K10 VXI,2015,"51,412km",Petrol,First Owner,Hatchback,Delhi,261799.0
347,Maruti,Zen,Estilo LXI,2010,"65,057km",Petrol,First Owner,Hatchback,Delhi,184599.0
348,Renault,Kwid,1.0 RXT Opt,2019,"18,656km",Petrol,First Owner,Hatchback,Delhi,398599.0
349,Maruti,Zen,Estilo LXI,2010,"90,540km",Petrol,First Owner,Hatchback,Delhi,140199.0
350,Volkswagen,Polo,HIGHLINE1.2L DIESEL,2014,"66,484km",Diesel,First Owner,Hatchback,Delhi,354499.0
351,Hyundai,Grand,i10 SPORTZ 1.2 KAPPA VTVT,2014,"71,632km",Petrol,First Owner,Hatchback,Delhi,356699.0
352,Chevrolet,Beat,LT PETROL,2012,"60,335km",Petrol,Second Owner,Hatchback,Delhi,223799.0
353,Maruti,Swift,VXI,2009,"96,354km",Petrol,Second Owner,Hatchback,Delhi,222599.0
354,Toyota,Etios,Liva V,2015,"70,678km",Petrol,First Owner,Hatchback,Delhi,364599.0
355,Maruti,Swift,VDI,2014,"82,066km",Diesel,Second Owner,Hatchback,Delhi,378099.0
356,Maruti,Swift,VDI,2012,"98,323km",Diesel,First Owner,Hatchback,Delhi,292799.0
357,Maruti,Baleno,ALPHA 1.2 K12 AMT,2019,"33,336km",Petrol,First Owner,Hatchback,Delhi,719999.0
358,Honda,Jazz,1.2 V AT,2016,"80,256km",Petrol,First Owner,Hatchback,Delhi,449299.0
359,Hyundai,Grand,i10 MAGNA 1.1 CRDI,2015,"70,872km",Diesel,First Owner,Hatchback,Delhi,321799.0
360,Maruti,Swift,LXI OPT,2015,"95,434km",Petrol,First Owner,Hatchback,Delhi,342999.0
361,Maruti,Baleno,DELTA 1.2 K12,2019,"44,461km",Petrol,First Owner,Hatchback,Delhi,560399.0
362,Hyundai,i10,MAGNA 1.2,2009,"80,768km",Petrol,First Owner,Hatchback,Delhi,206499.0
363,Hyundai,i10,MAGNA 1.2 KAPPA2,2011,"1,74,592km",Petrol + CNG,First Owner,Hatchback,Delhi,217899.0
364,Maruti,Swift,VDI ABS,2015,"1,03,359km",Diesel,First Owner,Hatchback,Delhi,387499.0
365,Ford,Figo,1.4 ZXI DURATORQ,2014,"82,718km",Diesel,Second Owner,Hatchback,Delhi,232799.0
366,Maruti,Swift,VDI,2013,"1,57,320km",Diesel,First Owner,Hatchback,Delhi,277299.0
367,Honda,Jazz,1.2 BASE I VTEC,2009,"90,427km",Petrol,Third Owner,Hatchback,Delhi,136899.0
368,Maruti,Alto,K10 VXI,2011,"20,354km",Petrol,First Owner,Hatchback,Delhi,210999.0
369,Hyundai,Grand,i10 MAGNA 1.2 KAPPA VTVT,2014,"15,033km",Petrol,First Owner,Hatchback,Delhi,364899.0
370,Maruti,Baleno,DELTA 1.2 K12,2020,"5,587km",Petrol,First Owner,Hatchback,Delhi,606499.0
371,Hyundai,Eon,D LITE PLUS,2012,"28,247km",Petrol,First Owner,Hatchback,Delhi,185499.0
372,Maruti,Celerio,VXI AMT,2016,"17,839km",Petrol,First Owner,Hatchback,Delhi,386299.0
373,Maruti,Alto,800 VXI,2017,"12,676km",Petrol,Second Owner,Hatchback,Delhi,275099.0
374,Maruti,Swift,VXI,2017,"12,848km",Petrol,First Owner,Hatchback,Delhi,468899.0
375,Maruti,S,PRESSO VXI PLUS,2019,"3,353km",Petrol,First Owner,Hatchback,Delhi,395499.0
376,Maruti,Swift,VDI ABS,2015,"29,903km",Diesel,First Owner,Hatchback,Delhi,447099.0
377,Tata,Nano,TWIST XTA,2016,"21,990km",Petrol,First Owner,Hatchback,Delhi,174499.0
378,Maruti,IGNIS,DELTA 1.2 K12 AMT,2018,"13,971km",Petrol,First Owner,Hatchback,Delhi,489999.0
379,Maruti,Alto,800 LXI,2013,"29,578km",Petrol,First Owner,Hatchback,Delhi,181799.0
380,Maruti,Baleno,SIGMA 1.2 K12,2019,"14,584km",Petrol,First Owner,Hatchback,Delhi,505099.0
381,Maruti,Alto,K10 VXI,2010,"41,190km",Petrol,First Owner,Hatchback,Delhi,176199.0
382,Maruti,Swift,VXI,2010,"27,473km",Petrol,First Owner,Hatchback,Delhi,270899.0
383,Maruti,Alto,LXI,2011,"49,111km",Petrol,Second Owner,Hatchback,Delhi,127299.0
384,Hyundai,i20,MAGNA O 1.2,2011,"44,007km",Petrol,First Owner,Hatchback,Delhi,258999.0
385,Maruti,Alto,K10 VXI,2013,"36,750km",Petrol,First Owner,Hatchback,Delhi,210699.0
386,Maruti,Alto,K10 VXI,2014,"24,357km",Petrol,First Owner,Hatchback,Delhi,272399.0
387,Maruti,Alto,800 LXI,2014,"16,339km",Petrol,First Owner,Hatchback,Delhi,231299.0
388,Maruti,Alto,K10 VXI,2011,"11,886km",Petrol,First Owner,Hatchback,Delhi,214099.0
389,Maruti,Alto,800 VXI,2014,"42,796km",Petrol,First Owner,Hatchback,Delhi,242099.0
390,Datsun,Redi,Go S 1.0,2017,"16,008km",Petrol,Second Owner,Hatchback,Delhi,258899.0
391,Hyundai,i20,ASTA 1.2,2013,"41,729km",Petrol,First Owner,Hatchback,Delhi,319799.0
392,Hyundai,Elite,i20 SPORTZ 1.2,2017,"6,210km",Petrol,First Owner,Hatchback,Delhi,519199.0
393,Hyundai,Santro,Xing GL PLUS,2013,"35,726km",Petrol,Second Owner,Hatchback,Delhi,231299.0
394,Maruti,Wagon,R 1.0 VXI,2013,"36,421km",Petrol,First Owner,Hatchback,Delhi,247099.0
395,Hyundai,i10,SPORTZ 1.2 AT KAPPA2,2012,"36,725km",Petrol,First Owner,Hatchback,Delhi,291299.0
396,Maruti,Alto,800 LXI,2017,"18,113km",Petrol,First Owner,Hatchback,Delhi,282999.0
397,Renault,Kwid,RXT,2016,"31,981km",Petrol,First Owner,Hatchback,Delhi,249199.0
398,Hyundai,Eon,ERA PLUS,2012,"38,407km",Petrol,First Owner,Hatchback,Delhi,197199.0
399,Hyundai,Grand,i10 MAGNA 1.2 KAPPA VTVT,2017,"15,673km",Petrol,First Owner,Hatchback,Delhi,450199.0
400,Maruti,Swift,VDI,2013,"39,124km",Diesel,First Owner,Hatchback,Delhi,310299.0
401,Maruti,Wagon,R 1.0 VXI,2013,"23,851km",Petrol,First Owner,Hatchback,Delhi,261099.0
402,Maruti,Ritz,ZXI ABS,2012,"39,650km",Petrol,First Owner,Hatchback,Delhi,291599.0
403,Tata,Tiago,XZ 1.2 REVOTRON,2019,"5,074km",Petrol,First Owner,Hatchback,Delhi,504299.0
404,Maruti,Ritz,VDI,2015,"22,091km",Diesel,First Owner,Hatchback,Delhi,361899.0
405,Maruti,Wagon,R 1.0 LXI,2012,"35,039km",Petrol,Second Owner,Hatchback,Delhi,230199.0
406,Hyundai,Eon,D LITE PLUS,2013,"39,239km",Petrol,First Owner,Hatchback,Delhi,186599.0
407,Hyundai,i20,ERA 1.4 CRDI,2013,"44,007km",Diesel,First Owner,Hatchback,Delhi,287599.0
408,Maruti,Swift,VXI,2011,"50,627km",Petrol,First Owner,Hatchback,Delhi,248999.0
409,Maruti,Alto,K10 VXI,2015,"57,955km",Petrol,First Owner,Hatchback,Delhi,263699.0
410,Maruti,Alto,800 LXI,2018,"5,851km",Petrol,First Owner,Hatchback,Delhi,308599.0
411,Maruti,Alto,LXI,2010,"25,088km",Petrol,Second Owner,Hatchback,Delhi,173599.0
412,Hyundai,i20,MAGNA O 1.2,2012,"52,981km",Petrol + CNG,Second Owner,Hatchback,Delhi,312599.0
413,Hyundai,Elite,i20 SPORTZ 1.2,2017,"19,330km",Petrol,Second Owner,Hatchback,Delhi,533899.0
414,Maruti,Swift,ZXI,2013,"42,835km",Petrol,Second Owner,Hatchback,Delhi,362299.0
415,Maruti,Alto,K10 LXI,2017,"2,678km",Petrol,First Owner,Hatchback,Delhi,277799.0
416,Tata,Tiago,XT 1.2 REVOTRON,2018,"4,013km",Petrol,First Owner,Hatchback,Delhi,428899.0
417,Maruti,IGNIS,SIGMA 1.2 K12,2019,"10,569km",Petrol,First Owner,Hatchback,Delhi,448399.0
418,Maruti,Swift,VXI,2015,"56,548km",Petrol,First Owner,Hatchback,Delhi,376299.0
419,Hyundai,Grand,i10 MAGNA 1.2 VTVT,2016,"41,357km",Petrol,First Owner,Hatchback,Delhi,349099.0
420,Volkswagen,Polo,COMFORTLINE 1.2L PETROL,2016,"48,332km",Petrol,First Owner,Hatchback,Delhi,413999.0
421,Maruti,Swift,VXI,2014,"24,708km",Petrol,First Owner,Hatchback,Delhi,388799.0
422,Honda,Jazz,1.2 SELECT I VTEC,2012,"65,383km",Petrol,First Owner,Hatchback,Delhi,288799.0
423,Maruti,Wagon,R LXI,2010,"56,915km",Petrol,First Owner,Hatchback,Delhi,158799.0
424,Maruti,Baleno,DELTA 1.2 K12,2016,"43,864km",Petrol,First Owner,Hatchback,Delhi,446499.0
425,Maruti,Alto,K10 VXI,2013,"21,784km",Petrol,Second Owner,Hatchback,Delhi,235399.0
426,Tata,Tiago,XM 1.2 REVOTRON,2019,"15,706km",Petrol,First Owner,Hatchback,Delhi,386399.0
427,Hyundai,Eon,ERA PLUS,2015,"4,711km",Petrol,First Owner,Hatchback,Delhi,250899.0
428,Maruti,Swift,VDI,2012,"30,589km",Diesel,First Owner,Hatchback,Delhi,309799.0
429,Maruti,Alto,800 LXI,2013,"50,250km",Petrol,First Owner,Hatchback,Delhi,193299.0
430,Renault,Kwid,RXL,2018,"11,949km",Petrol,First Owner,Hatchback,Delhi,303099.0
431,Maruti,Baleno,DELTA 1.2 K12,2018,"39,055km",Petrol,Second Owner,Hatchback,Delhi,467599.0
432,Maruti,Swift,LXI,2018,"32,922km",Petrol,First Owner,Hatchback,Delhi,453299.0
433,Renault,Kwid,1.0 RXL,2017,"32,036km",Petrol,First Owner,Hatchback,Delhi,270899.0
434,Honda,Brio,1.2 VX AT I VTEC,2015,"23,037km",Petrol,Second Owner,Hatchback,Delhi,389799.0
435,Maruti,Wagon,R 1.0 LXI CNG,2017,"59,442km",Petrol + CNG,First Owner,Hatchback,Delhi,307899.0
436,Renault,Kwid,RXT,2018,"26,219km",Petrol,Second Owner,Hatchback,Delhi,257499.0
437,Maruti,Swift,LXI OPT,2016,"36,517km",Petrol,First Owner,Hatchback,Delhi,343899.0
438,Maruti,Alto,LXI,2020,"19,593km",Petrol + CNG,First Owner,Hatchback,Delhi,321199.0
439,Maruti,Baleno,ZETA 1.2 K12,2017,"37,288km",Petrol,First Owner,Hatchback,Delhi,495099.0
440,Maruti,Alto,K10 VXI,2016,"34,487km",Petrol,First Owner,Hatchback,Delhi,262199.0
441,Volkswagen,Polo,HIGHLINE1.2L PETROL,2012,"66,271km",Petrol,Second Owner,Hatchback,Delhi,352199.0
442,Hyundai,Elite,i20 Magna Executive 1.2,2017,"77,341km",Petrol,Third Owner,Hatchback,Delhi,481599.0
443,Maruti,Swift,ZXI,2013,"59,872km",Petrol,Second Owner,Hatchback,Delhi,375099.0
444,Renault,Kwid,RXT Opt,2016,"58,624km",Petrol,First Owner,Hatchback,Delhi,239599.0
445,Maruti,Baleno,DELTA 1.2 K12,2018,"28,821km",Petrol,First Owner,Hatchback,Delhi,520399.0
446,Maruti,Swift,VDI,2013,"60,133km",Diesel,First Owner,Hatchback,Delhi,350799.0
447,Renault,Kwid,RXT,2016,"37,916km",Petrol,First Owner,Hatchback,Delhi,237699.0
448,Honda,Brio,1.2 S MT I VTEC,2013,"55,254km",Petrol,First Owner,Hatchback,Delhi,249199.0
449,Hyundai,Elite,i20 ASTA 1.2,2015,"55,683km",Petrol,First Owner,Hatchback,Delhi,548199.0
450,Volkswagen,Polo,COMFORTLINE 1.2L PETROL,2015,"54,595km",Petrol,Second Owner,Hatchback,Delhi,398899.0
451,Maruti,Wagon,R 1.0 LXI,2014,"51,274km",Petrol,Second Owner,Hatchback,Delhi,244999.0
452,Maruti,Alto,800 LXI,2018,"27,886km",Petrol,First Owner,Hatchback,Delhi,272899.0
453,Maruti,Wagon,R 1.0 VXI,2013,"55,563km",Petrol + CNG,First Owner,Hatchback,Delhi,269999.0
454,Hyundai,i10,MAGNA 1.1 IRDE2,2015,"47,820km",Petrol,Third Owner,Hatchback,Delhi,276899.0
455,Maruti,Baleno,ZETA 1.2 K12,2018,"11,025km",Petrol,First Owner,Hatchback,Delhi,575299.0
456,Hyundai,i10,SPORTZ 1.1 IRDE2,2015,"51,425km",Petrol,First Owner,Hatchback,Delhi,287199.0
457,Hyundai,i10,MAGNA 1.2,2009,"37,982km",Petrol,Second Owner,Hatchback,Delhi,194199.0
458,Tata,Tiago,XT 1.05 REVOTORQ,2016,"47,877km",Diesel,First Owner,Hatchback,Delhi,355199.0
459,Hyundai,Elite,i20 MAGNA 1.2,2014,"50,701km",Petrol + CNG,Second Owner,Hatchback,Delhi,400699.0
460,Renault,Kwid,1.0 RXT,2017,"67,207km",Petrol,First Owner,Hatchback,Delhi,254699.0
461,Maruti,Swift,VXI,2018,"11,550km",Petrol,First Owner,Hatchback,Delhi,509999.0
462,Maruti,Swift,LXI,2012,"67,752km",Petrol,Second Owner,Hatchback,Delhi,311899.0
463,Maruti,Swift,VXI,2019,"14,327km",Petrol,First Owner,Hatchback,Delhi,556199.0
464,Renault,Kwid,RXT Opt,2016,"48,370km",Petrol,First Owner,Hatchback,Delhi,272899.0
465,Renault,Kwid,RXL,2016,"83,683km",Petrol,First Owner,Hatchback,Delhi,216099.0
466,Maruti,Baleno,DELTA 1.2 K12,2017,"82,917km",Petrol,First Owner,Hatchback,Delhi,449199.0
467,Hyundai,i10,MAGNA 1.2 KAPPA2,2010,"81,321km",Petrol,First Owner,Hatchback,Delhi,189899.0
468,Maruti,Swift,LXI 1.3,2009,"57,783km",Petrol,First Owner,Hatchback,Delhi,152799.0
469,Maruti,Alto,LXI,2008,"58,267km",Petrol,First Owner,Hatchback,Delhi,109699.0
470,Hyundai,i20,SPORTZ 1.2 VTVT,2012,"73,368km",Petrol,First Owner,Hatchback,Delhi,315999.0
471,Maruti,Baleno,DELTA 1.2 K12,2019,"14,295km",Petrol,First Owner,Hatchback,Delhi,592199.0
472,Chevrolet,Beat,LS PETROL,2011,"94,604km",Petrol,First Owner,Hatchback,Delhi,156499.0
473,Honda,Brio,1.2 EX MT I VTEC,2013,"67,484km",Petrol + CNG,Second Owner,Hatchback,Delhi,255899.0
474,Hyundai,Grand,i10 SPORTZ 1.2 KAPPA VTVT,2014,"64,201km",Petrol,First Owner,Hatchback,Delhi,359899.0
475,Maruti,Baleno,ZETA 1.2 K12,2016,"54,356km",Petrol,First Owner,Hatchback,Delhi,467399.0
476,Hyundai,i20,SPORTZ 1.2 VTVT,2013,"64,072km",Petrol,Second Owner,Hatchback,Delhi,300599.0
477,Honda,Jazz,1.2 BASE I VTEC,2009,"75,136km",Petrol,Second Owner,Hatchback,Delhi,208799.0
478,Maruti,Alto,800 LXI,2014,"66,835km",Petrol,First Owner,Hatchback,Delhi,211899.0
479,Maruti,Alto,LXI,2020,"18,509km",Petrol,First Owner,Hatchback,Delhi,309199.0
480,Maruti,Swift,LXI,2018,"35,240km",Petrol,First Owner,Hatchback,Delhi,432899.0
481,Maruti,Swift,LXI OPT,2016,"75,973km",Petrol,First Owner,Hatchback,Delhi,365099.0
482,Hyundai,i20,ERA 1.2,2010,"96,465km",Petrol,First Owner,Hatchback,Delhi,195299.0
483,Maruti,Swift,LXI OPT,2015,"73,411km",Petrol,First Owner,Hatchback,Delhi,342799.0
484,Hyundai,Grand,i10 SPORTS 1.2 VTVT,2017,"65,194km",Petrol,First Owner,Hatchback,Delhi,433199.0
485,Maruti,Wagon,R 1.0 LXI,2013,"88,265km",Petrol,First Owner,Hatchback,Delhi,241299.0
486,Hyundai,Elite,i20 ASTA 1.2,2017,"45,517km",Petrol,First Owner,Hatchback,Delhi,525499.0
487,Maruti,Celerio,VXI AMT,2015,"64,935km",Petrol,First Owner,Hatchback,Delhi,336499.0
488,Maruti,Celerio,VXI CNG,2016,"1,00,966km",Petrol + CNG,Second Owner,Hatchback,Delhi,336199.0
489,Maruti,Celerio,VXI,2016,"68,278km",Petrol + CNG,First Owner,Hatchback,Delhi,359599.0
490,Volkswagen,Polo,COMFORTLINE 1.2L PETROL,2010,"1,20,582km",Petrol,Second Owner,Hatchback,Delhi,189199.0
491,Maruti,Swift,VDI ABS,2015,"62,806km",Diesel,First Owner,Hatchback,Delhi,391499.0
492,Maruti,Wagon,R 1.0 LXI CNG,2010,"76,923km",Petrol + CNG,First Owner,Hatchback,Delhi,246599.0
493,Maruti,Alto,800 LXI,2017,"52,578km",Petrol,Second Owner,Hatchback,Delhi,239099.0
494,Toyota,Etios,Liva GD SP,2012,"94,755km",Diesel,First Owner,Hatchback,Delhi,271999.0
495,Maruti,Baleno,DELTA 1.2 K12,2018,"48,884km",Petrol,First Owner,Hatchback,Delhi,489599.0
496,Hyundai,Santro,Xing GL PLUS,2011,"1,39,038km",Petrol,First Owner,Hatchback,Delhi,156799.0
497,Maruti,Baleno,ALPHA 1.2 K12,2018,"38,625km",Petrol,First Owner,Hatchback,Delhi,645899.0
498,Hyundai,Santro,Xing GLS,2008,"83,947km",Petrol,Second Owner,Hatchback,Delhi,108999.0
